input_text,target_text
3/7/23,2023-03-07
3.5.2027,2027-05-03
14/3/2035,2035-03-14
5 tháng 1 năm 2013,2013-01-05
8 tháng 6 năm 2009,2009-06-08
48-7-2015,2015-07-24
23/36/1998,1998-12-23
Jun 7 14,2014-06-07
13/20-2015,2015-10-13
2-3-2024,2024-03-02
5/19/1997,1997-05-19
9/6/1991,1991-02-09
2:11:1996,1996-11-02
14092030,2030-09-14
26-6-2014,2014-06-26
7/9-2016,2016-09-07
26:3:2000,2000-03-26
2/30/2010,2010-10-02
2-4-2007,2007-04-02
18/2/13,2013-02-18
1 Ma 2011,2011-03-01
18.9.1998,1998-09-18
8/25/09,2009-08-25
2034-4-10,2034-04-10
8 Ma 2015,2015-03-08
Dec 15 35,2035-12-15
23:1:2027,2027-01-23
6-22-04,2004-06-22
25/3/2017,2017-01-25
16:1:2016,2016-01-16
25/8-2005,2005-08-25
40-3-2013,2013-03-20
28/1-2032,2032-01-28
2012/7,2012-07-20
13-4,1998-04-13
1/9/2016,2016-09-01
3/12/1992,1992-12-03
13 tháng 12 năm 1995,1995-12-13
14 tháng 12 năm 2028,2028-12-14
9-7,2017-07-09
8 No 2018,2018-11-08
14/3/18,2018-03-14
03121999,1999-12-03
ngày 17 tháng 8 năm 2021,2021-08-17
2-13-90,1990-02-13
12-2-14,2014-12-02
24-8,2034-08-24
5/9/1996,1996-03-05
2011/7,2011-07-19
1991/4/20,1991-04-20
38-1-2018,2018-01-19
21th of June 2028,2028-06-21
"July 10, 2011",2011-07-10
18 February 2017,2017-02-18
ngày 22 tháng 5 năm 2028,2028-05-22
54-2-2011,2011-02-27
ngày 27 tháng 9 năm 2017,2017-09-27
26-1,2001-01-26
14/27/2000,2000-09-14
7-3-33,2033-07-03
7 August 2019,2019-08-07
ngày 19 tháng 7 năm 2034,2034-07-19
6 Feb 2007,2007-02-06
9 Oct 1995,1995-10-09
2016-12-22,2016-12-22
11 Nov 2013,2013-11-11
8/4-2027,2027-04-08
1996/1,1996-01-13
2033/2/28,2033-02-28
25/7-1995,1995-07-25
18-5-1994,1994-05-18
19101994,1994-10-19
28 Sep 2027,2027-09-28
2006/5,2006-05-10
2011-2-2,2011-02-02
2032-6-12,2032-06-12
13 tháng 4 năm 2012,2012-04-13
18082013,2013-08-18
5May2033,2033-05-05
19Dec2003,2003-12-19
1998-1-12,1998-01-12
10/1/2021,2021-01-10
"Oct 19th, 1996",1996-10-19
11-17-02,2002-11-17
11/22-2019,2019-11-11
24-2-1990,1990-02-12
15.11.2014,2014-11-15
28th of September 2030,2030-09-28
1/1/2006,2006-01-01
8-6-2019,2019-06-08
17-3-2009,2009-03-17
26052004,2004-05-26
"October 18, 2019",2019-10-18
2031-10-18,2031-10-18
20-9,2023-09-20
1/5-1993,1993-05-01
18 Ju 2032,2032-07-18
1-7-2023,2023-07-01
26/4-2015,2015-04-26
15 Ma 2029,2029-03-15
14 Se 1994,1994-09-14
ngày 18 tháng 1 năm 1992,1992-01-18
2013-3-28,2013-03-28
9/21/2001,2001-09-21
2035/10,2035-10-18
24th of October 2015,2015-10-24
14/11/10,2010-11-14
8-9-18,2018-08-09
10th of October 1996,1996-10-10
2 March 2008,2008-03-02
2000-11-3,2000-11-03
3/12/1995,1995-12-03
3/16/1999,1999-03-16
9-25-24,2024-09-25
22/5-2000,2000-05-22
6.5.1994,1994-05-06
4/7-2018,2018-07-04
4 No 2004,2004-11-04
7/7/29,2029-07-07
10/5/2014,2014-10-05
21-2-2009,2009-02-21
"December 15, 2007",2007-12-15
25:9:1991,1991-09-25
6/8-2017,2017-08-06
2030/10,2030-10-20
12/11/31,2031-11-12
5th of February 2018,2018-02-05
9-16-33,2033-09-16
18-8,2028-08-18
10/5/2030,2030-10-05
3/24/2010,2010-03-24
11 June 2027,2027-06-11
3 De 2003,2003-12-03
24-1,1998-01-24
21/10/91,1991-10-21
17th of May 2023,2023-05-17
24.5.2010,2010-05-24
4/23/34,2034-04-23
9-9-2008,2008-09-09
13/6/2024,2024-06-13
2026-1-20,2026-01-20
8/23/21,2021-08-23
10-14-08,2008-10-14
19/18/2013,2013-06-19
5 Jun 2035,2035-06-05
18 Jun 2020,2020-06-18
11.6.1991,1991-06-11
3-11,2012-11-03
20-9-2031,2031-09-20
2011/10/24,2011-10-24
19-8,2013-08-19
12.3.2015,2015-03-12
26/2-2035,2035-02-26
10-24-33,2033-10-24
1st of October 1997,1997-10-01
20/22-2007,2007-11-20
26-6-2033,2033-06-13
ngày 2 tháng 2 năm 2034,2034-02-02
19.7.2014,2014-07-19
15:1:2034,2034-01-15
2015-12-24,2015-12-24
3.2.2032,2032-02-03
11082019,2019-08-11
5-19-91,1991-05-19
23/9/2004,2004-03-23
5Aug2010,2010-08-05
9 January 2016,2016-01-09
2008/10/28,2008-10-28
18/8/22,2022-08-18
28/8-2028,2028-04-28
7 Jul 2033,2033-07-07
15:9:2010,2010-09-15
5/15/2006,2006-05-15
3/17/2026,2026-03-17
22 tháng 4 năm 2013,2013-04-22
ngày 9 tháng 2 năm 2010,2010-02-09
5.12.2016,2016-12-05
2010/4,2010-04-12
12-1-1990,1990-01-12
ngày 1 tháng 10 năm 2020,2020-10-01
24-3-2001,2001-03-12
9 tháng 6 năm 2004,2004-06-09
21/12-2029,2029-12-21
25 tháng 3 năm 1994,1994-03-25
28/30/2020,2020-10-28
Mar 19 08,2008-03-19
2034/10/26,2034-10-26
26 Ap 2004,2004-04-26
25th of October 2020,2020-10-25
26/30/2007,2007-10-26
2-2,2032-02-02
15/6-1998,1998-06-15
1-27-06,2006-01-27
2001/11,2001-11-12
6May2018,2018-05-06
7-28-11,2011-07-28
27/11/08,2008-11-27
2/11/33,2033-11-02
18/3/13,2013-03-18
"Nov 25th, 2030",2030-11-25
5-2-2011,2011-02-05
7.6.2016,2016-06-07
16 Nov 2025,2025-11-16
7-1-10,2010-07-01
2/12-2026,2026-06-02
2-26-35,2035-02-26
2008/7/9,2008-07-09
28-10-2012,2012-10-14
2021/8/19,2021-08-19
26 tháng 10 năm 2034,2034-10-26
5/5/26,2026-05-05
12/9/00,2000-09-12
25/7/03,2003-07-25
16.1.2026,2026-01-16
15/22-1994,1994-11-15
12/17/97,1997-12-17
3/4/2030,2030-03-04
13/9/1995,1995-03-13
6Apr1999,1999-04-06
17 Se 2025,2025-09-17
25-10-2012,2012-10-25
24/1/2000,2000-01-24
2016/9/16,2016-09-16
2032/10/2,2032-10-02
ngày 1 tháng 10 năm 2009,2009-10-01
2013/4,2013-04-15
13-10,2015-10-13
2.10.2029,2029-10-02
21 tháng 6 năm 1992,1992-06-21
7 tháng 6 năm 2003,2003-06-07
"February 23, 1994",1994-02-23
4/11/04,2004-11-04
12 Ja 2022,2022-01-12
27 Oc 2014,2014-10-27
1999-1-23,1999-01-23
10/21/2017,2017-10-21
28:11:2013,2013-11-28
"Mar 24th, 1996",1996-03-24
1994/2,1994-02-11
6th of September 1999,1999-09-06
8/10-2035,2035-10-08
14/27/2017,2017-09-14
1998/12,1998-12-02
2035-9-25,2035-09-25
13th of March 2021,2021-03-13
12-4-1991,1991-04-12
2032/11,2032-11-10
2-12,2014-12-02
ngày 20 tháng 2 năm 2021,2021-02-20
3/4-2027,2027-04-03
28-10-2016,2016-10-28
10-10,2024-10-10
24-1,2003-01-24
2/3/2017,2017-03-02
24/7/10,2010-07-24
1999/10/21,1999-10-21
20/4-1999,1999-04-20
3/15/2021,2021-03-15
12/36/2003,2003-12-12
ngày 3 tháng 5 năm 2035,2035-05-03
24-9-2023,2023-09-24
3/4-2026,2026-02-03
7/8-2013,2013-08-07
18th of December 1995,1995-12-18
18 May 2028,2028-05-18
"Apr 26th, 1991",1991-04-26
23Mar2019,2019-03-23
2014/10/14,2014-10-14
10 tháng 8 năm 1999,1999-08-10
4-1-30,2030-04-01
2004-4-7,2004-04-07
24/12/1995,1995-04-24
20-11,2016-11-20
9/23/29,2029-09-23
"Mar 5th, 2001",2001-03-05
8/25/2001,2001-08-25
1990/12/7,1990-12-07
10/1-2026,2026-01-10
12/24-1994,1994-12-12
6 No 2005,2005-11-06
6 Ja 2012,2012-01-06
24Jun2003,2003-06-24
7Jun1994,1994-06-07
2032/6,2032-06-05
28/11-2010,2010-11-28
28/30/1992,1992-10-28
27/8-1990,1990-08-27
20-4,2009-04-20
2029-8-8,2029-08-08
3.5.1999,1999-05-03
8/5/1995,1995-08-05
1 May 2010,2010-05-01
14-5-1995,1995-05-14
5 July 2009,2009-07-05
27/12/2011,2011-04-27
26/24/2019,2019-08-26
27.2.2027,2027-02-27
ngày 8 tháng 7 năm 1998,1998-07-08
8:7:1992,1992-07-08
12/10/18,2018-12-10
2Jun2001,2001-06-02
2031/1,2031-01-11
20-1-2014,2014-01-20
5/21/2006,2006-05-21
25/4-1993,1993-04-25
14Dec2008,2008-12-14
20/1-1992,1992-01-20
10th of August 2014,2014-08-10
23 August 2035,2035-08-23
2/6/2021,2021-02-06
3/10/10,2010-10-03
9-19-24,2024-09-19
5Feb2015,2015-02-05
1/17/05,2005-01-17
"February 4, 2018",2018-02-04
12 Ju 1990,1990-07-12
24102011,2011-10-24
28 tháng 3 năm 2032,2032-03-28
08022026,2026-02-08
6/1-2010,2010-01-06
2:8:2025,2025-08-02
11-2-29,2029-11-02
26/12/29,2029-12-26
14/8-2015,2015-08-14
13:6:1998,1998-06-13
2012/12/15,2012-12-15
ngày 5 tháng 8 năm 2012,2012-08-05
1997/2/25,1997-02-25
54-7-1992,1992-07-27
25-6-2010,2010-06-25
3rd of November 2018,2018-11-03
24 Ju 2020,2020-06-24
23/9/2018,2018-09-23
27/16-2025,2025-08-27
18/11/03,2003-11-18
11-2,2031-02-11
1 February 2006,2006-02-01
52-5-2031,2031-05-26
ngày 27 tháng 6 năm 1993,1993-06-27
27 tháng 4 năm 2010,2010-04-27
25 No 1996,1996-11-25
2028-6-1,2028-06-01
2014-3-10,2014-03-10
4/7/31,2031-04-07
19 Mar 1996,1996-03-19
19/1-2006,2006-01-19
1993/6/1,1993-06-01
6-5-90,1990-06-05
5/15/2021,2021-05-15
27 De 2001,2001-12-27
2002/4,2002-04-26
2-15-96,1996-02-15
"May 11, 2005",2005-05-11
2033/3,2033-03-08
23/18/2015,2015-06-23
"Jan 28th, 2018",2018-01-28
2-27-22,2022-02-27
1/24/02,2002-01-24
2/5/2014,2014-05-02
27/9-2027,2027-09-27
4/24/1993,1993-08-04
3.4.1995,1995-04-03
2002-3-5,2002-03-05
21/21/2033,2033-07-21
2028/4,2028-04-07
13/30/2004,2004-10-13
8-26-20,2020-08-26
"Nov 16th, 1994",1994-11-16
9-12-21,2021-09-12
18/5/28,2028-05-18
14-3-2014,2014-03-07
"February 20, 1998",1998-02-20
9/5-2016,2016-05-09
6th of June 2028,2028-06-06
9/28/96,1996-09-28
26Oct2029,2029-10-26
08091991,1991-09-08
1:6:2023,2023-06-01
17/3/09,2009-03-17
02012029,2029-01-02
7 tháng 12 năm 2013,2013-12-07
20-12-2003,2003-12-20
26062025,2025-06-26
24Nov2029,2029-11-24
3/1/15,2015-01-03
21-1,2000-01-21
11/14/18,2018-11-14
2 Nov 1996,1996-11-02
2/10-1998,1998-10-02
24.6.1997,1997-06-24
2Feb2013,2013-02-02
6.10.2032,2032-10-06
18/20-2016,2016-10-18
13/5-2003,2003-05-13
May 28 22,2022-05-28
2025/10,2025-10-22
2027/7/1,2027-07-01
23 tháng 1 năm 2015,2015-01-23
"Feb 20th, 2006",2006-02-20
2031/9/17,2031-09-17
Jul 25 24,2024-07-25
1999/8,1999-08-17
13-3-2033,2033-03-13
10/3/1999,1999-10-03
22/12-2034,2034-12-22
27May2001,2001-05-27
"April 27, 2012",2012-04-27
2/14-2035,2035-07-02
11/1/98,1998-01-11
1990-8-12,1990-08-12
16 July 2035,2035-07-16
2/12/2014,2014-12-02
7 May 2018,2018-05-07
4/9/27,2027-04-09
16 October 1992,1992-10-16
Nov 27 25,2025-11-27
2022-3-27,2022-03-27
4 No 2026,2026-11-04
11/10-2002,2002-10-11
"March 17, 2021",2021-03-17
6/10/05,2005-06-10
19/10/03,2003-10-19
23/6-1990,1990-06-23
34-8-2034,2034-08-17
27Nov2034,2034-11-27
13/11/26,2026-11-13
11-7-2015,2015-07-11
"Nov 8th, 1990",1990-11-08
14 Jun 2007,2007-06-14
10-3,1994-03-10
7-9-14,2014-07-09
1997-7-6,1997-07-06
19 De 2012,2012-12-19
ngày 17 tháng 4 năm 2033,2033-04-17
26/9/2031,2031-03-26
1/6/2011,2011-06-01
May 8 35,2035-05-08
10-2-1995,1995-02-05
12/18-2002,2002-09-12
6-5-05,2005-06-05
1994/12,1994-12-16
14/3/03,2003-03-14
"October 14, 2021",2021-10-14
23-9,2005-09-23
5 Oct 2003,2003-10-05
21/9/16,2016-09-21
15:10:1999,1999-10-15
2/18/31,2031-02-18
11/6-1993,1993-06-11
14Dec2029,2029-12-14
3 Dec 2017,2017-12-03
3/1/2031,2031-03-01
2/24/91,1991-02-24
26 Apr 1994,1994-04-26
16/2/99,1999-02-16
20/6/1996,1996-02-20
04012024,2024-01-04
27/24/2000,2000-08-27
28-7-2004,2004-07-28
4/15/31,2031-04-15
"Oct 11th, 1990",1990-10-11
14-11-2023,2023-11-14
Feb 2 00,2000-02-02
15Aug1991,1991-08-15
6/8/30,2030-08-06
7 tháng 7 năm 2005,2005-07-07
16 April 1998,1998-04-16
1/24/20,2020-01-24
13 September 2029,2029-09-13
"Apr 22th, 2004",2004-04-22
2-25-06,2006-02-25
7/10-2021,2021-10-07
8-6,2027-06-08
15/4-2033,2033-04-15
4 October 1991,1991-10-04
5:3:2007,2007-03-05
26 Aug 2034,2034-08-26
1.11.2019,2019-11-01
8/25/29,2029-08-25
2031/9/11,2031-09-11
24-3-1996,1996-03-12
12/9/98,1998-12-09
23/9/12,2012-09-23
13Jul2023,2023-07-13
15/6/2018,2018-02-15
28th of February 2027,2027-02-28
9/6-2027,2027-06-09
8/36/2009,2009-12-08
38-9-2019,2019-09-19
2/12/2020,2020-02-12
2001/5,2001-05-27
2031/11/28,2031-11-28
4th of November 1999,1999-11-04
24/6-1991,1991-03-24
2012-3-19,2012-03-19
3-24-29,2029-03-24
11/18/2029,2029-06-11
7 Ma 1990,1990-03-07
"Jul 1st, 2015",2015-07-01
"May 6, 2014",2014-05-06
17/36/2004,2004-12-17
25:5:2021,2021-05-25
11/12/1999,1999-04-11
8/3-2015,2015-03-08
2-22-04,2004-02-22
14th of August 2007,2007-08-14
11/1-1991,1991-01-11
4 tháng 3 năm 2030,2030-03-04
13/24/2016,2016-08-13
2011/9,2011-09-21
ngày 28 tháng 3 năm 2031,2031-03-28
4-12-1997,1997-12-02
21-1-2020,2020-01-21
2024/4/3,2024-04-03
5:12:1999,1999-12-05
2034/10,2034-10-20
5/4-2026,2026-02-05
20:3:2011,2011-03-20
20/6-2009,2009-06-20
26-5-2012,2012-05-13
12/20-2001,2001-10-12
27 January 2032,2032-01-27
3-13-00,2000-03-13
26 Dec 2031,2031-12-26
50-5-1996,1996-05-25
18062019,2019-06-18
3/7-2003,2003-07-03
2001-10-24,2001-10-24
ngày 20 tháng 10 năm 2024,2024-10-20
ngày 9 tháng 3 năm 2035,2035-03-09
2020-10-28,2020-10-28
2005-3-28,2005-03-28
16-3,2006-03-16
27-12-2028,2028-12-27
Aug 21 35,2035-08-21
27.6.2034,2034-06-27
6/11/2030,2030-06-11
13-5-2015,2015-05-13
10.6.2019,2019-06-10
"Jan 21th, 2030",2030-01-21
28-5-2005,2005-05-28
2 Fe 2014,2014-02-02
8 September 2031,2031-09-08
2033/11,2033-11-18
21/4/2000,2000-04-21
2/2-2025,2025-02-02
6-24-94,1994-06-24
44-4-2004,2004-04-22
13/7-2028,2028-07-13
10-18-26,2026-10-18
28 April 2018,2018-04-28
"April 24, 2012",2012-04-24
18/3/2021,2021-01-18
4/18/35,2035-04-18
28th of November 2021,2021-11-28
13 December 1990,1990-12-13
1-10-2008,2008-10-01
10.6.2017,2017-06-10
1/24/14,2014-01-24
5-25-32,2032-05-25
1999-8-19,1999-08-19
7-7,2002-07-07
4/28/2007,2007-04-28
ngày 7 tháng 2 năm 1993,1993-02-07
"April 2, 2012",2012-04-02
22 February 2027,2027-02-22
17/3/2010,2010-03-17
22 Se 2019,2019-09-22
ngày 9 tháng 5 năm 2013,2013-05-09
1/22/2008,2008-01-22
10092009,2009-09-10
13/6-2032,2032-03-13
4-8-1990,1990-08-02
1/10/04,2004-01-10
28/2-1999,1999-01-28
15th of February 1997,1997-02-15
20-1-2005,2005-01-20
7/27/28,2028-07-27
28/10-2004,2004-10-28
ngày 4 tháng 9 năm 2003,2003-09-04
7-25-20,2020-07-25
21.8.2032,2032-08-21
15-7-2034,2034-07-15
"June 10, 1997",1997-06-10
26/7/2028,2028-07-26
10 No 2034,2034-11-10
18122006,2006-12-18
6th of June 2004,2004-06-06
4/27/2002,2002-04-27
26-1-2016,2016-01-26
26th of July 2012,2012-07-26
8/3-2008,2008-03-08
18-7,2014-07-18
5 July 2021,2021-07-05
38-10-2009,2009-10-19
12/8/29,2029-08-12
8th of April 2027,2027-04-08
27 February 2007,2007-02-27
1:1:2029,2029-01-01
"Aug 26th, 1993",1993-08-26
6/19/2030,2030-06-19
3 Jul 2017,2017-07-03
1/6/25,2025-06-01
52-7-2005,2005-07-26
1999/6/16,1999-06-16
1991-8-25,1991-08-25
2/6-2008,2008-03-02
25-11,2019-11-25
25 July 1991,1991-07-25
15/18/1996,1996-06-15
2022/7,2022-07-05
03012021,2021-01-03
4th of November 2015,2015-11-04
"October 5, 1990",1990-10-05
17 Oct 2022,2022-10-17
"March 19, 2010",2010-03-19
2031-11-7,2031-11-07
1.9.1996,1996-09-01
2012/5/24,2012-05-24
7/1/2013,2013-01-07
12/5-2024,2024-05-12
20 October 1996,1996-10-20
15/9/17,2017-09-15
14 Mar 2025,2025-03-14
"October 1, 1997",1997-10-01
2015/10,2015-10-15
2033/5,2033-05-27
24Apr1997,1997-04-24
26/3/2017,2017-01-26
Dec 4 07,2007-12-04
25.6.2007,2007-06-25
12:5:2005,2005-05-12
5/12-2016,2016-06-05
2018/9/24,2018-09-24
20-10,2005-10-20
"Mar 4th, 2008",2008-03-04
24/11/20,2020-11-24
26 tháng 4 năm 2020,2020-04-26
3/6/00,2000-06-03
19 tháng 6 năm 2001,2001-06-19
"October 8, 2024",2024-10-08
12-6-2015,2015-06-12
18051996,1996-05-18
13/7/26,2026-07-13
24/4/2033,2033-04-24
11Feb2004,2004-02-11
2003/8,2003-08-27
3 Apr 1993,1993-04-03
1/15/12,2012-01-15
13/1/30,2030-01-13
26/12-1996,1996-06-26
2035/2,2035-02-18
18th of December 2014,2014-12-18
1999/6/13,1999-06-13
2023-8-27,2023-08-27
56-4-2028,2028-04-28
8/1/09,2009-08-01
18:2:2026,2026-02-18
"September 3, 2010",2010-09-03
20/2-2007,2007-02-20
10/9/2006,2006-03-10
6-12-2012,2012-12-03
"Jun 6th, 2017",2017-06-06
"February 12, 1996",1996-02-12
7 Feb 2002,2002-02-07
8-5-2023,2023-05-04
2007/1/20,2007-01-20
12-3-08,2008-12-03
2016/1/26,2016-01-26
20/11/2025,2025-11-20
21/11/95,1995-11-21
4/20/00,2000-04-20
21th of December 1993,1993-12-21
2017/10,2017-10-21
22/11-2012,2012-11-22
11-10-1999,1999-10-11
17/9/99,1999-09-17
9/6-2024,2024-03-09
8 Ja 2000,2000-01-08
18/1-1991,1991-01-18
17-2,1995-02-17
"Jul 27th, 2005",2005-07-27
2/28/2028,2028-02-28
6-3,2033-03-06
1992-10-20,1992-10-20
12Aug1998,1998-08-12
7-12-16,2016-07-12
12/27/33,2033-12-27
15/8/2034,2034-08-15
3/3/28,2028-03-03
24/12/91,1991-12-24
2016/6,2016-06-02
24.5.1996,1996-05-24
26Dec2031,2031-12-26
ngày 14 tháng 3 năm 2033,2033-03-14
ngày 25 tháng 11 năm 2007,2007-11-25
05052032,2032-05-05
24-11,2030-11-24
"November 20, 2014",2014-11-20
2015/8,2015-08-07
11/11/2003,2003-11-11
26/10-2034,2034-10-26
18:5:2029,2029-05-18
"Feb 7th, 2015",2015-02-07
ngày 1 tháng 8 năm 2005,2005-08-01
5/12/10,2010-05-12
6-6,1996-06-06
24-7-1998,1998-07-12
3 Ma 1991,1991-03-03
03032012,2012-03-03
20/2-2026,2026-02-20
2/28/2023,2023-02-28
2/3/99,1999-02-03
8/23/2019,2019-08-23
15 tháng 1 năm 2022,2022-01-15
15Sep2027,2027-09-15
3Nov2034,2034-11-03
"Feb 5th, 1991",1991-02-05
Nov 15 95,1995-11-15
21/10/30,2030-10-21
17 Dec 2001,2001-12-17
18-12-2024,2024-12-18
20081990,1990-08-20
10-19-13,2013-10-19
9-3,2009-03-09
4 Jan 2030,2030-01-04
1 Se 2015,2015-09-01
21May2027,2027-05-21
8/12-2024,2024-06-08
27-11,1995-11-27
1-7,2003-07-01
22/7-2022,2022-07-22
12/24-2031,2031-12-12
2/20-2029,2029-10-02
2022-4-23,2022-04-23
4 March 2031,2031-03-04
2035/6/28,2035-06-28
ngày 15 tháng 12 năm 1998,1998-12-15
6/36/2021,2021-12-06
23/4-2029,2029-04-23
6/4/2004,2004-06-04
25-1-2000,2000-01-25
Sep 5 95,1995-09-05
13-2,2010-02-13
2015/9/3,2015-09-03
13 Dec 2018,2018-12-13
11/2/14,2014-02-11
"June 15, 2008",2008-06-15
"Jan 25th, 2006",2006-01-25
Oct 9 97,1997-10-09
2008/2/15,2008-02-15
"July 12, 2009",2009-07-12
20/33/1993,1993-11-20
5/18-1996,1996-09-05
ngày 21 tháng 9 năm 2028,2028-09-21
6Jun2025,2025-06-06
Oct 8 10,2010-10-08
6 tháng 2 năm 2027,2027-02-06
Nov 22 17,2017-11-22
27/11/1995,1995-11-27
28/20-2025,2025-10-28
23/5/2020,2020-05-23
2011/3/9,2011-03-09
10-6,2007-06-10
9/2/2017,2017-09-02
14/11-2025,2025-11-14
12082033,2033-08-12
12:10:2025,2025-10-12
8-1,2027-01-08
7/6/2034,2034-07-06
17.9.2016,2016-09-17
"Feb 11th, 2010",2010-02-11
"December 9, 2032",2032-12-09
24 Oc 2009,2009-10-24
22Oct2001,2001-10-22
2032/10/15,2032-10-15
2018/12/1,2018-12-01
3:12:2004,2004-12-03
36-6-2033,2033-06-18
Sep 20 93,1993-09-20
1990/4,1990-04-23
25/7/28,2028-07-25
2024/7/16,2024-07-16
28-8-2000,2000-08-28
26 Jan 2025,2025-01-26
4/12/19,2019-12-04
25-9-2007,2007-09-25
2027-10-11,2027-10-11
17-12-2001,2001-12-17
9/9/2030,2030-09-09
7/12/07,2007-12-07
2013/9/5,2013-09-05
17:5:1998,1998-05-17
2/12/28,2028-12-02
26 Aug 1999,1999-08-26
2/1-2015,2015-01-02
10-6-1991,1991-06-10
Feb 10 32,2032-02-10
"Mar 7th, 2010",2010-03-07
Nov 10 90,1990-11-10
ngày 11 tháng 4 năm 2016,2016-04-11
"February 12, 2022",2022-02-12
9/10/1998,1998-10-09
1994/12/5,1994-12-05
9/22/2005,2005-09-22
2020/11,2020-11-06
22 tháng 11 năm 2027,2027-11-22
25 December 2010,2010-12-25
"Jun 27th, 2003",2003-06-27
3/2/25,2025-03-02
2033/5,2033-05-14
12/3/32,2032-03-12
2/1-1990,1990-01-02
19/30/1997,1997-10-19
10/16/13,2013-10-16
10-21-08,2008-10-21
56-8-2012,2012-08-28
16th of March 2030,2030-03-16
2026/6/9,2026-06-09
2017-6-14,2017-06-14
"Oct 1st, 2012",2012-10-01
7 November 2013,2013-11-07
7/4/34,2034-04-07
24Mar1990,1990-03-24
"April 16, 2025",2025-04-16
8/28/2017,2017-08-28
11-19-31,2031-11-19
2006/10,2006-10-03
7/4/1995,1995-04-07
Nov 24 90,1990-11-24
2023/2/21,2023-02-21
14/22-2026,2026-11-14
7-12-30,2030-07-12
17/1/90,1990-01-17
23.1.2009,2009-01-23
9-8-2022,2022-08-09
2010-7-16,2010-07-16
6-9-2034,2034-09-06
17/4-2026,2026-02-17
01102025,2025-10-01
3.3.2017,2017-03-03
25/12/2031,2031-12-25
4-2-2031,2031-02-02
8-16-02,2002-08-16
6/8-2001,2001-08-06
08042020,2020-04-08
2 May 2008,2008-05-02
20/2-2033,2033-02-20
4/14/02,2002-04-14
"Aug 25th, 2020",2020-08-25
16th of April 2022,2022-04-16
22-7-2011,2011-07-11
2/7/29,2029-07-02
27:2:2007,2007-02-27
25/16-1996,1996-08-25
2-2,2004-02-02
2/26/2028,2028-02-26
3.6.2005,2005-06-03
8:4:2002,2002-04-08
15-8,2027-08-15
26-12-2000,2000-12-26
3.7.1991,1991-07-03
2020-12-17,2020-12-17
28:11:1990,1990-11-28
19/9/2002,2002-03-19
04092019,2019-09-04
8-1-2030,2030-01-04
15-2-1995,1995-02-15
Sep 17 21,2021-09-17
12/26/2011,2011-12-26
26th of November 1996,1996-11-26
23112034,2034-11-23
17th of October 2013,2013-10-17
12Jul2034,2034-07-12
1/1/00,2000-01-01
8-8-2029,2029-08-08
"Jun 1st, 2005",2005-06-01
9:6:2035,2035-06-09
20/10-1999,1999-05-20
2011/8/19,2011-08-19
3/18/94,1994-03-18
"April 3, 2030",2030-04-03
11 tháng 7 năm 2024,2024-07-11
5 Ju 2016,2016-06-05
15 Jun 2017,2017-06-15
7 tháng 5 năm 2013,2013-05-07
23/4-2016,2016-04-23
23/4/16,2016-04-23
2 tháng 12 năm 2014,2014-12-02
14/4/12,2012-04-14
12 Ap 2004,2004-04-12
18 Jul 2014,2014-07-18
16 Jan 2035,2035-01-16
1 Ma 1995,1995-05-01
28 Oc 2033,2033-10-28
19:11:1991,1991-11-19
22/3/21,2021-03-22
24 Apr 2012,2012-04-24
12-15-19,2019-12-15
14-2-1994,1994-02-07
14/20-2011,2011-10-14
19-8-2015,2015-08-19
21/22-2009,2009-11-21
6/2/2026,2026-02-06
2029/9/8,2029-09-08
7-11-2018,2018-11-07
11th of January 2010,2010-01-11
11Jul2014,2014-07-11
2003/1,2003-01-22
17/8/02,2002-08-17
23/6-2032,2032-03-23
1998/3/1,1998-03-01
22/5-2018,2018-05-22
19/7/33,2033-07-19
38-4-2022,2022-04-19
25/16-1998,1998-08-25
12/22/2005,2005-12-22
14 September 2025,2025-09-14
3/4-2028,2028-04-03
ngày 28 tháng 3 năm 2028,2028-03-28
"October 3, 2032",2032-10-03
13/9/25,2025-09-13
9 Ja 2033,2033-01-09
3/4-2032,2032-02-03
22/21/2005,2005-07-22
8/12/17,2017-12-08
11/27/2011,2011-09-11
2/1/90,1990-01-02
12042023,2023-04-12
22.11.2024,2024-11-22
24-6-2022,2022-06-12
2/7-2009,2009-07-02
7:4:2030,2030-04-07
Feb 9 20,2020-02-09
8 Sep 2025,2025-09-08
2011/2/16,2011-02-16
20.7.2032,2032-07-20
"February 19, 1990",1990-02-19
54-7-2006,2006-07-27
"Jul 27th, 2001",2001-07-27
19 Jan 1992,1992-01-19
Jun 13 90,1990-06-13
2030/10,2030-10-11
20/12-2010,2010-06-20
12-8-14,2014-12-08
21.1.1990,1990-01-21
2-7-1997,1997-07-01
10 tháng 10 năm 1991,1991-10-10
8:8:2032,2032-08-08
5Apr1991,1991-04-05
23/8-2032,2032-08-23
28 Ap 2024,2024-04-28
2033-12-14,2033-12-14
20 No 2004,2004-11-20
Sep 11 13,2013-09-11
1-26-92,1992-01-26
9th of November 2017,2017-11-09
5/11/90,1990-11-05
Oct 24 97,1997-10-24
20.5.2026,2026-05-20
2013/11/21,2013-11-21
11/3/2004,2004-11-03
2/20-1993,1993-10-02
27/3/26,2026-03-27
17th of July 2026,2026-07-17
10-3-18,2018-10-03
4 tháng 10 năm 1992,1992-10-04
