input_text,target_text
12-7,1996-07-12
14/11/98,1998-11-14
19-5-2029,2029-05-19
2013/9,2013-09-13
5/9-2007,2007-09-05
"November 5, 2002",2002-11-05
10:7:2002,2002-07-10
6/16/03,2003-06-16
18:11:1991,1991-11-18
4/12-2032,2032-06-04
07011997,1997-01-07
23 Jul 1996,1996-07-23
16 tháng 6 năm 2005,2005-06-16
2010-1-18,2010-01-18
28/18-2020,2020-09-28
4th of April 2029,2029-04-04
ngày 27 tháng 8 năm 2034,2034-08-27
2-2-1993,1993-02-01
"December 24, 2014",2014-12-24
24th of April 2007,2007-04-24
ngày 19 tháng 3 năm 1995,1995-03-19
"February 15, 2023",2023-02-15
25/4-2030,2030-04-25
10/8/10,2010-08-10
12/24/2032,2032-12-24
15 Ma 2035,2035-03-15
20/27/2029,2029-09-20
4/12-2012,2012-06-04
ngày 9 tháng 12 năm 1992,1992-12-09
"Sep 22th, 2015",2015-09-22
5/17/2005,2005-05-17
10Mar1991,1991-03-10
24 July 2008,2008-07-24
20052004,2004-05-20
2 Ma 2032,2032-05-02
14/12/2001,2001-04-14
24 Ma 2035,2035-05-24
2 Jun 2035,2035-06-02
2023-7-16,2023-07-16
25 September 2005,2005-09-25
6-11-01,2001-06-11
2:11:1998,1998-11-02
20 Ju 2008,2008-07-20
21-3-2004,2004-03-21
9May1991,1991-05-09
24/8/19,2019-08-24
24.9.2004,2004-09-24
8-25-12,2012-08-25
ngày 1 tháng 11 năm 1991,1991-11-01
"Mar 28th, 2010",2010-03-28
26 tháng 8 năm 2013,2013-08-26
5 July 2009,2009-07-05
5th of August 2000,2000-08-05
2019-9-19,2019-09-19
3/26/09,2009-03-26
1/9/1992,1992-01-09
6-5-05,2005-06-05
21-2,2004-02-21
27Jan1991,1991-01-27
8/23/03,2003-08-23
Jul 26 03,2003-07-26
15/8/15,2015-08-15
ngày 27 tháng 7 năm 2025,2025-07-27
27 tháng 1 năm 2003,2003-01-27
2005/7/24,2005-07-24
1.1.2032,2032-01-01
5th of December 2009,2009-12-05
14/7/2027,2027-07-14
23 Se 2009,2009-09-23
26th of November 1996,1996-11-26
25 Ap 2016,2016-04-25
20-4,2013-04-20
24-3-2033,2033-03-12
6 Fe 2000,2000-02-06
27-1-2015,2015-01-27
20/27/2017,2017-09-20
14/6-2006,2006-06-14
3/1/2018,2018-03-01
4/4/13,2013-04-04
2030-6-6,2030-06-06
6/28/07,2007-06-28
2002/5,2002-05-13
9/16/2026,2026-09-16
"Jun 27th, 2035",2035-06-27
8/15/93,1993-08-15
1/13/94,1994-01-13
"Dec 10th, 2034",2034-12-10
2030/10/4,2030-10-04
9/7-2010,2010-07-09
5Jun2012,2012-06-05
4/6/2001,2001-02-04
24/2/12,2012-02-24
27-7-2003,2003-07-27
24th of November 2005,2005-11-24
27/8/15,2015-08-27
27 April 2007,2007-04-27
9-5,2034-05-09
1/10-1995,1995-10-01
1 June 2033,2033-06-01
18Feb2030,2030-02-18
20/11/19,2019-11-20
3-4-1998,1998-04-03
9 June 2024,2024-06-09
23101990,1990-10-23
4/11/2030,2030-04-11
1-27-28,2028-01-27
2014-1-20,2014-01-20
6/5/91,1991-05-06
22 Oct 2025,2025-10-22
"Aug 12th, 2013",2013-08-12
27-6-2024,2024-06-27
4 tháng 1 năm 1993,1993-01-04
28 July 2033,2033-07-28
14 Se 2000,2000-09-14
18-11,2014-11-18
14 Ma 2018,2018-03-14
ngày 27 tháng 12 năm 2014,2014-12-27
7-18-33,2033-07-18
13th of April 2025,2025-04-13
7:7:1991,1991-07-07
16 October 2000,2000-10-16
18/3/2027,2027-03-18
17/8-2012,2012-04-17
6/21/2008,2008-06-21
2019-3-14,2019-03-14
16Sep1997,1997-09-16
Jan 11 91,1991-01-11
"July 3, 2008",2008-07-03
24 February 2034,2034-02-24
6th of June 1996,1996-06-06
25/9-2025,2025-09-25
20:2:2032,2032-02-20
2028/3/16,2028-03-16
2:4:2018,2018-04-02
"Feb 14th, 1995",1995-02-14
26/20-2016,2016-10-26
"Nov 21th, 1999",1999-11-21
"Jan 3rd, 2009",2009-01-03
26 Au 2009,2009-08-26
15 March 2025,2025-03-15
7/1-2034,2034-01-07
"May 15th, 2026",2026-05-15
46-7-2019,2019-07-23
"April 24, 2004",2004-04-24
ngày 28 tháng 12 năm 2012,2012-12-28
14032005,2005-03-14
27Dec2026,2026-12-27
3 Ma 1991,1991-05-03
2015/9,2015-09-13
18:2:2034,2034-02-18
Jul 20 25,2025-07-20
14/8/2034,2034-08-14
4-22-35,2035-04-22
2028/7/11,2028-07-11
20/5/04,2004-05-20
7-26-08,2008-07-26
2031/11,2031-11-11
"Jul 20th, 2008",2008-07-20
ngày 13 tháng 2 năm 1997,1997-02-13
11-2,2019-02-11
21 May 2019,2019-05-21
2nd of August 2001,2001-08-02
3Aug2005,2005-08-03
"August 17, 2022",2022-08-17
8 Oct 2002,2002-10-08
3/8/96,1996-08-03
2001-9-16,2001-09-16
ngày 21 tháng 11 năm 2026,2026-11-21
7-8-31,2031-07-08
3 Ju 2035,2035-07-03
12/10/09,2009-12-10
ngày 27 tháng 7 năm 2024,2024-07-27
2008/12,2008-12-27
7/14/09,2009-07-14
12-8-2028,2028-08-06
4/3/1994,1994-04-03
01021995,1995-02-01
15-7-2024,2024-07-15
3Nov2016,2016-11-03
13/9-2001,2001-09-13
52-6-1991,1991-06-26
12 tháng 4 năm 2008,2008-04-12
8/3/35,2035-03-08
28 De 2003,2003-12-28
20032019,2019-03-20
25/3-2019,2019-03-25
5 Oct 2017,2017-10-05
ngày 16 tháng 6 năm 2011,2011-06-16
22/4/2030,2030-04-22
18-10-2026,2026-10-09
1995/7/4,1995-07-04
5/7-1993,1993-07-05
9 tháng 8 năm 2015,2015-08-09
Jan 17 91,1991-01-17
19-4-2032,2032-04-19
18/7/1998,1998-07-18
21Dec2025,2025-12-21
"October 19, 2009",2009-10-19
7Sep2030,2030-09-07
13.9.2006,2006-09-13
ngày 13 tháng 12 năm 2019,2019-12-13
21/9/2013,2013-09-21
19Mar1998,1998-03-19
3rd of July 2016,2016-07-03
15/6/2035,2035-02-15
12/22/2015,2015-12-22
2/3/2024,2024-02-03
"March 5, 1995",1995-03-05
28-8-1991,1991-08-14
Jun 24 12,2012-06-24
5 Ju 2014,2014-07-05
Feb 1 07,2007-02-01
5/10-1994,1994-10-05
22-7-2024,2024-07-22
Sep 5 92,1992-09-05
25.2.2029,2029-02-25
2-17-93,1993-02-17
7 Ja 2003,2003-01-07
10/11/1992,1992-11-10
5-7,2018-07-05
25/3/09,2009-03-25
6 September 1990,1990-09-06
1/5/24,2024-01-05
22 May 2008,2008-05-22
24 No 2006,2006-11-24
19th of June 2005,2005-06-19
2010/10/3,2010-10-03
15 tháng 12 năm 2016,2016-12-15
2019/9,2019-09-11
2015/4/24,2015-04-24
13th of March 2026,2026-03-13
2018/1/21,2018-01-21
26Oct2023,2023-10-26
10/5/98,1998-05-10
9 August 2031,2031-08-09
13-8,1992-08-13
1998/5,1998-05-18
23-7,2022-07-23
ngày 11 tháng 4 năm 2020,2020-04-11
5/5/13,2013-05-05
18Jan2034,2034-01-18
22 tháng 11 năm 2025,2025-11-22
14-6-2033,2033-06-14
12th of March 2002,2002-03-12
"June 28, 2010",2010-06-28
26 Apr 2004,2004-04-26
22/10/30,2030-10-22
1/27/28,2028-01-27
3/17/12,2012-03-17
2006-1-18,2006-01-18
"Apr 28th, 1998",1998-04-28
2010-1-13,2010-01-13
1/12/35,2035-12-01
6-11-92,1992-06-11
9/21/1997,1997-09-21
2/8/2014,2014-02-08
21 Jan 1996,1996-01-21
23 tháng 6 năm 2002,2002-06-23
18 Sep 1999,1999-09-18
09062011,2011-06-09
17/3/09,2009-03-17
7/5/06,2006-07-05
3-3-20,2020-03-03
7-28-12,2012-07-28
27-12-2028,2028-12-27
13/20-2034,2034-10-13
27/36/2006,2006-12-27
"Aug 22th, 2029",2029-08-22
3/16-2019,2019-08-03
4/7/1994,1994-04-07
20Jul2017,2017-07-20
26 Nov 1990,1990-11-26
12-3-2028,2028-03-06
2027/7/24,2027-07-24
14-10-2022,2022-10-07
1Dec2033,2033-12-01
17/4-2011,2011-04-17
"April 16, 2032",2032-04-16
23/20-2021,2021-10-23
27-6-2024,2024-06-27
26/12/2001,2001-04-26
ngày 10 tháng 11 năm 2024,2024-11-10
15/8-2035,2035-08-15
26:9:2022,2022-09-26
8Feb2009,2009-02-08
ngày 4 tháng 9 năm 2012,2012-09-04
14/10/01,2001-10-14
5/13/21,2021-05-13
23/1-2035,2035-01-23
11-12,2016-12-11
12May2019,2019-05-12
12/12-2029,2029-06-12
16/12-2007,2007-06-16
2026/10,2026-10-26
3/21/1999,1999-07-03
13/3-2004,2004-03-13
2029/11/17,2029-11-17
1996/4/13,1996-04-13
"February 22, 2012",2012-02-22
5 Jun 2030,2030-06-05
24052018,2018-05-24
12-13-07,2007-12-13
32-1-2025,2025-01-16
20-4-1994,1994-04-20
27 May 2004,2004-05-27
3-10-2008,2008-10-03
7-10-2034,2034-10-07
12 May 2024,2024-05-12
7th of March 2031,2031-03-07
10-24-30,2030-10-24
23-9,1998-09-23
18-11,2026-11-18
ngày 11 tháng 1 năm 2033,2033-01-11
26-10-2027,2027-10-26
25/1/2035,2035-01-25
1997/12,1997-12-14
22/9/2033,2033-03-22
2020-5-3,2020-05-03
9 September 2004,2004-09-09
13/3/1994,1994-01-13
15 tháng 10 năm 2031,2031-10-15
"May 25, 2010",2010-05-25
26 tháng 3 năm 2007,2007-03-26
10.9.2012,2012-09-10
21051994,1994-05-21
16-12,1999-12-16
22 Ju 2028,2028-07-22
19/6/90,1990-06-19
"Jun 17th, 2022",2022-06-17
17/15/2019,2019-05-17
2020/9/16,2020-09-16
2010/7/9,2010-07-09
10-23-07,2007-10-23
1999/11,1999-11-12
10/15/29,2029-10-15
48-2-2024,2024-02-24
6 October 2009,2009-10-06
4-5-2004,2004-05-02
8-2,1996-02-08
20/3/98,1998-03-20
24-3,2001-03-24
1-4-2005,2005-04-01
9-2,2008-02-09
20/12-1998,1998-12-20
8 Se 1993,1993-09-08
26 Oc 1993,1993-10-26
10/5/35,2035-05-10
10 tháng 4 năm 2021,2021-04-10
1/10-2012,2012-05-01
1 tháng 4 năm 2008,2008-04-01
1st of September 1997,1997-09-01
26 Aug 1999,1999-08-26
2035/6/13,2035-06-13
17th of March 2008,2008-03-17
"February 12, 1992",1992-02-12
14 August 2002,2002-08-14
20:8:2034,2034-08-20
3/9/2030,2030-03-03
12 Ja 2022,2022-01-12
2006/2,2006-02-11
11/6/2034,2034-11-06
Oct 18 35,2035-10-18
9:7:1993,1993-07-09
11th of July 2004,2004-07-11
2030/6,2030-06-02
16:3:2000,2000-03-16
"February 27, 2032",2032-02-27
12/5-2009,2009-05-12
40-7-2027,2027-07-20
15.3.2027,2027-03-15
2021/2/1,2021-02-01
4/11/1990,1990-11-04
17 June 1993,1993-06-17
20/4-2002,2002-04-20
3/9/2019,2019-03-09
18/5-2019,2019-05-18
28 Aug 2025,2025-08-28
ngày 13 tháng 4 năm 2014,2014-04-13
12/4/2032,2032-04-12
ngày 11 tháng 6 năm 2021,2021-06-11
"July 14, 1999",1999-07-14
2028/5,2028-05-16
13 tháng 7 năm 2024,2024-07-13
27 May 1998,1998-05-27
26 Ap 2026,2026-04-26
10/27/1991,1991-09-10
13/10/2011,2011-10-13
22th of October 1993,1993-10-22
"May 1st, 2026",2026-05-01
5 May 1995,1995-05-05
"Jun 18th, 2006",2006-06-18
18May2027,2027-05-18
1/19/25,2025-01-19
"August 15, 2020",2020-08-15
16-1-2004,2004-01-08
ngày 26 tháng 3 năm 1992,1992-03-26
28th of August 2000,2000-08-28
28/3/1995,1995-01-28
"Sep 12th, 1991",1991-09-12
Feb 13 27,2027-02-13
23/5/34,2034-05-23
27Jun2023,2023-06-27
14.4.1995,1995-04-14
2/4-2027,2027-02-02
2008-11-24,2008-11-24
2001/8,2001-08-05
27 tháng 8 năm 2021,2021-08-27
18/18-2032,2032-09-18
"Aug 9th, 1991",1991-08-09
4-1-18,2018-04-01
27 Apr 2009,2009-04-27
3-10,2030-10-03
2035-10-8,2035-10-08
2025/8/12,2025-08-12
Jan 18 05,2005-01-18
14/16-2015,2015-08-14
3/7/14,2014-03-07
5:2:1996,1996-02-05
13/30/2030,2030-10-13
11/19/16,2016-11-19
1998/1/12,1998-01-12
18 tháng 10 năm 2003,2003-10-18
14-12-2022,2022-12-14
2032/9/6,2032-09-06
4-8-2001,2001-08-04
15Sep2003,2003-09-15
8/12/10,2010-12-08
"May 9, 2013",2013-05-09
17 De 1998,1998-12-17
19/6/2023,2023-06-19
26.1.2002,2002-01-26
10/6-1990,1990-06-10
8/6/1991,1991-02-08
27/3/14,2014-03-27
24-5-2013,2013-05-24
1/12/26,2026-12-01
18.7.2005,2005-07-18
11/24/2032,2032-11-24
18 tháng 2 năm 1992,1992-02-18
17/8-2009,2009-04-17
08112030,2030-11-08
5Dec2015,2015-12-05
15/22-2026,2026-11-15
3/9/20,2020-03-09
"November 10, 2013",2013-11-10
15.2.2023,2023-02-15
ngày 25 tháng 10 năm 1990,1990-10-25
7 No 2006,2006-11-07
Aug 19 10,2010-08-19
3/18/2012,2012-06-03
8/21/1998,1998-08-21
4th of June 2013,2013-06-04
23042022,2022-04-23
Jun 20 94,1994-06-20
24.10.1993,1993-10-24
"June 1, 2015",2015-06-01
Apr 1 20,2020-04-01
1 Se 2015,2015-09-01
3/17/1990,1990-03-17
19/7/20,2020-07-19
26082007,2007-08-26
10-3,1994-03-10
14Mar1991,1991-03-14
26/12/17,2017-12-26
22.10.2005,2005-10-22
ngày 9 tháng 4 năm 2012,2012-04-09
15062003,2003-06-15
17 tháng 9 năm 2013,2013-09-17
Jan 26 21,2021-01-26
4/2/1997,1997-04-02
"October 14, 2021",2021-10-14
9:12:2023,2023-12-09
26-1-2014,2014-01-13
12 Ma 2019,2019-05-12
1/22-2002,2002-11-01
ngày 8 tháng 7 năm 2029,2029-07-08
20 May 2003,2003-05-20
ngày 24 tháng 4 năm 2003,2003-04-24
2/28/24,2024-02-28
1 June 1998,1998-06-01
27.8.2020,2020-08-27
3/5/2001,2001-03-05
19 January 2005,2005-01-19
ngày 24 tháng 10 năm 2034,2034-10-24
54-3-2017,2017-03-27
5/14/22,2022-05-14
2:9:2009,2009-09-02
5/12/1996,1996-12-05
26/4/1993,1993-04-26
17th of September 2013,2013-09-17
3/11/00,2000-11-03
14 Ma 2029,2029-05-14
7.11.2012,2012-11-07
01082017,2017-08-01
9/5-2011,2011-05-09
Jan 16 08,2008-01-16
22-12-2033,2033-12-22
1995/12/24,1995-12-24
6/22/28,2028-06-22
"May 7th, 2034",2034-05-07
"September 10, 2007",2007-09-10
2003/12/6,2003-12-06
24/11/05,2005-11-24
14:8:2008,2008-08-14
28:3:2009,2009-03-28
27 August 1994,1994-08-27
5:3:2026,2026-03-05
24-2-2035,2035-02-24
20-6,2009-06-20
17:4:2032,2032-04-17
9/22/2035,2035-09-22
2/17/94,1994-02-17
1993-9-22,1993-09-22
12 Oct 2011,2011-10-12
9.7.1995,1995-07-09
8/11/2012,2012-08-11
25/3/2014,2014-03-25
11/9/18,2018-09-11
16-11,2019-11-16
10/5-2023,2023-05-10
5-27-19,2019-05-27
04102000,2000-10-04
3-7-23,2023-03-07
7/19/11,2011-07-19
26-10-2010,2010-10-26
21101995,1995-10-21
14Jan2010,2010-01-14
ngày 25 tháng 6 năm 2013,2013-06-25
2023/3/24,2023-03-24
2/11/1995,1995-02-11
14/3-2022,2022-03-14
18/6/22,2022-06-18
2024-3-23,2024-03-23
21/9/2016,2016-09-21
9/4/2021,2021-09-04
3/11/04,2004-11-03
24-12-2015,2015-12-12
23/9/00,2000-09-23
"October 10, 2007",2007-10-10
16.10.2016,2016-10-16
8/1/20,2020-08-01
10/13/29,2029-10-13
27 Ja 2020,2020-01-27
8/9/06,2006-08-09
25Oct2033,2033-10-25
8Nov2006,2006-11-08
14th of July 2029,2029-07-14
4/19/32,2032-04-19
21081997,1997-08-21
20th of April 2030,2030-04-20
2018-2-16,2018-02-16
22-2,2014-02-22
ngày 25 tháng 8 năm 2011,2011-08-25
20/1-2000,2000-01-20
20/6-2028,2028-06-20
"Jun 19th, 2004",2004-06-19
5/7/15,2015-07-05
"December 9, 2017",2017-12-09
23/9/2025,2025-09-23
3/8/16,2016-08-03
6-4-2004,2004-04-03
23 tháng 11 năm 2034,2034-11-23
Nov 17 02,2002-11-17
12/1/13,2013-12-01
19/6/90,1990-06-19
5/1/1992,1992-01-05
8-4-1992,1992-04-04
15-7-2009,2009-07-15
1991/4/20,1991-04-20
27/8-2014,2014-08-27
16/10-2002,2002-10-16
Apr 1 30,2030-04-01
1-4-14,2014-01-04
15Apr1991,1991-04-15
3-15-27,2027-03-15
8 Ma 2013,2013-03-08
3 Oct 2005,2005-10-03
14/33/1994,1994-11-14
2013/3/10,2013-03-10
3/33/1998,1998-11-03
8/30/2011,2011-10-08
14/5/2035,2035-05-14
28:1:2006,2006-01-28
23 August 2010,2010-08-23
18/14-2023,2023-07-18
23/3-2023,2023-03-23
28/7/2026,2026-07-28
2.7.2031,2031-07-02
4-22-22,2022-04-22
2-12-2008,2008-12-02
8-6,2008-06-08
7 Jan 2023,2023-01-07
8/2/2023,2023-02-08
9/12-2000,2000-06-09
10-5-2027,2027-05-10
26/4-2004,2004-04-26
4/8/94,1994-04-08
"Jul 10th, 2006",2006-07-10
27/11/26,2026-11-27
"Jun 27th, 1999",1999-06-27
22/10-2018,2018-10-22
8/3/01,2001-08-03
16/10/30,2030-10-16
2025-5-7,2025-05-07
11/3/30,2030-03-11
24 November 2014,2014-11-24
27.8.1996,1996-08-27
7/5/33,2033-05-07
23/7/09,2009-07-23
2033/8/3,2033-08-03
15 November 2006,2006-11-15
11/10/2004,2004-11-10
4-1-97,1997-04-01
4-22-95,1995-04-22
14Mar2028,2028-03-14
03052003,2003-05-03
"September 27, 1995",1995-09-27
"October 9, 2027",2027-10-09
4/11/25,2025-04-11
1/21/29,2029-01-21
ngày 2 tháng 2 năm 2001,2001-02-02
7-21-95,1995-07-21
14 Feb 1998,1998-02-14
15/14-2018,2018-07-15
21:4:2031,2031-04-21
12/12/2011,2011-12-12
22/2-1991,1991-01-22
6.1.1997,1997-01-06
21Aug2002,2002-08-21
ngày 24 tháng 12 năm 1997,1997-12-24
18 Feb 2015,2015-02-18
48-5-2021,2021-05-24
10:5:2022,2022-05-10
2007/9/17,2007-09-17
17/3-2022,2022-03-17
12.3.1991,1991-03-12
19.8.2033,2033-08-19
24/10/33,2033-10-24
2019/11/25,2019-11-25
1-7-91,1991-01-07
21/1-2007,2007-01-21
26/33/2019,2019-11-26
17 tháng 10 năm 1995,1995-10-17
14.12.2013,2013-12-14
"November 10, 2012",2012-11-10
27 Apr 2006,2006-04-27
15/3/2002,2002-03-15
18 tháng 6 năm 2008,2008-06-18
2012/12/15,2012-12-15
3/1/00,2000-01-03
Nov 17 99,1999-11-17
3 April 2010,2010-04-03
25 tháng 1 năm 2030,2030-01-25
11 July 2005,2005-07-11
18/11/19,2019-11-18
1994/7,1994-07-15
18/7/25,2025-07-18
27/12/21,2021-12-27
4/3-1996,1996-03-04
2023/2,2023-02-27
4-26-96,1996-04-26
Nov 2 28,2028-11-02
8/3-2006,2006-03-08
18/5/2015,2015-05-18
"February 4, 2017",2017-02-04
10/20/11,2011-10-20
04042028,2028-04-04
5/10/23,2023-10-05
22 Ja 2028,2028-01-22
19/24-1996,1996-12-19
17/6/2020,2020-06-17
"Jan 23th, 1994",1994-01-23
2025/11/17,2025-11-17
ngày 4 tháng 8 năm 2027,2027-08-04
2023/7,2023-07-07
8:7:2020,2020-07-08
18th of March 2013,2013-03-18
10-4-2027,2027-04-10
08021992,1992-02-08
14/12/11,2011-12-14
21 tháng 5 năm 2035,2035-05-21
22.2.2035,2035-02-22
26 May 2013,2013-05-26
23/10/2023,2023-10-23
19 May 2026,2026-05-19
18/6/2026,2026-02-18
17/15/2000,2000-05-17
12/4-2023,2023-04-12
6-5,2015-05-06
21/12/32,2032-12-21
27 tháng 8 năm 2027,2027-08-27
2013-8-17,2013-08-17
12th of August 2008,2008-08-12
2012-6-10,2012-06-10
6/5/2009,2009-05-06
25/10-2004,2004-10-25
9-4-2000,2000-04-09
12Dec2003,2003-12-12
May 28 92,1992-05-28
3Nov2026,2026-11-03
13/10/08,2008-10-13
9/15/2002,2002-09-15
2032/5/3,2032-05-03
16Mar2031,2031-03-16
12th of June 2022,2022-06-12
6/27/10,2010-06-27
22Jun2000,2000-06-22
17 tháng 7 năm 2012,2012-07-17
2020/11,2020-11-21
36-7-2023,2023-07-18
8/11/1996,1996-11-08
20 Feb 2013,2013-02-20
1/12-2005,2005-12-01
2003/7/1,2003-07-01
20122027,2027-12-20
10-4-2016,2016-04-05
2001-3-6,2001-03-06
3/16/30,2030-03-16
15/7-2004,2004-07-15
17th of July 2033,2033-07-17
19th of September 2011,2011-09-19
11/3-2026,2026-03-11
24 July 2004,2004-07-24
24062001,2001-06-24
10/10-2023,2023-10-10
22/22-2001,2001-11-22
13 Sep 2012,2012-09-13
6/26/12,2012-06-26
24.5.2001,2001-05-24
21/5/18,2018-05-21
2013-7-17,2013-07-17
7/7/98,1998-07-07
19/5-2022,2022-05-19
5/13/2006,2006-05-13
9/6/93,1993-06-09
"Feb 9th, 1995",1995-02-09
6/16/17,2017-06-16
3/23/14,2014-03-23
"Nov 23th, 2035",2035-11-23
2 tháng 12 năm 2020,2020-12-02
5 March 2021,2021-03-05
22/3/30,2030-03-22
23011997,1997-01-23
"October 8, 2004",2004-10-08
2008/3,2008-03-28
May 23 34,2034-05-23
2/6/2022,2022-02-06
24Mar1990,1990-03-24
24-8,1992-08-24
2000/2,2000-02-24
9/18/31,2031-09-18
6-26-30,2030-06-26
2006-3-12,2006-03-12
2007/10/21,2007-10-21
2032/10/10,2032-10-10
Jan 28 98,1998-01-28
13/12/19,2019-12-13
4-12,2004-12-04
2 April 1992,1992-04-02
23/8-1994,1994-04-23
ngày 4 tháng 3 năm 2010,2010-03-04
6/5/31,2031-06-05
2/16/28,2028-02-16
8.1.2031,2031-01-08
20-8,1991-08-20
10 Au 1998,1998-08-10
ngày 10 tháng 12 năm 1991,1991-12-10
14:8:1997,1997-08-14
"July 7, 1994",1994-07-07
21/5/96,1996-05-21
24th of April 2023,2023-04-24
2006/1,2006-01-01
12-10,2019-10-12
17/10-2024,2024-10-17
27/10/2032,2032-10-27
2018/4/1,2018-04-01
28th of December 1990,1990-12-28
28 Se 2031,2031-09-28
17-5-2020,2020-05-17
22-1-1996,1996-01-11
1991-9-9,1991-09-09
23 Ju 2016,2016-07-23
6/3/92,1992-03-06
7/7/29,2029-07-07
14/3-2035,2035-03-14
1-10-2028,2028-10-01
28:9:2033,2033-09-28
15/8/2011,2011-08-15
17/12/1992,1992-12-17
6-5-90,1990-06-05
2005/11,2005-11-09
5/7/1993,1993-07-05
1995/10/1,1995-10-01
11-8,2030-08-11
Jun 18 17,2017-06-18
12/11/1997,1997-11-12
7.6.2024,2024-06-07
13/12/97,1997-12-13
6/15/11,2011-06-15
Feb 28 23,2023-02-28
9 Au 1990,1990-08-09
4/18/2028,2028-06-04
2/4/15,2015-04-02
ngày 20 tháng 1 năm 2005,2005-01-20
17/20-2017,2017-10-17
5/10-2002,2002-05-05
10 tháng 4 năm 2016,2016-04-10
24/9/2013,2013-09-24
14 September 2002,2002-09-14
28032033,2033-03-28
9:3:2019,2019-03-09
20/4-2007,2007-02-20
14/12-1997,1997-12-14
11 tháng 7 năm 2003,2003-07-11
8-24-92,1992-08-24
6/10/03,2003-10-06
8-8-1997,1997-08-08
18061998,1998-06-18
1/1/2028,2028-01-01
"September 4, 1991",1991-09-04
2016/1/21,2016-01-21
9/4/97,1997-04-09
May 15 92,1992-05-15
23/10/2013,2013-10-23
2/6/1997,1997-06-02
Jun 3 28,2028-06-03
16-11-1996,1996-11-16
Nov 21 91,1991-11-21
Jun 15 18,2018-06-15
5/8-2031,2031-04-05
8 tháng 12 năm 1998,1998-12-08
2007-3-22,2007-03-22
19/5-2024,2024-05-19
21 Apr 1992,1992-04-21
10-8-1998,1998-08-05
1991/12,1991-12-26
20/2/2014,2014-02-20
2 October 2035,2035-10-02
19/11-2025,2025-11-19
15th of February 2004,2004-02-15
2035-10-10,2035-10-10
21-11,2023-11-21
"Apr 21th, 2028",2028-04-21
"Dec 20th, 2023",2023-12-20
10 November 2001,2001-11-10
14 tháng 7 năm 2028,2028-07-14
19Mar1990,1990-03-19
ngày 4 tháng 8 năm 1996,1996-08-04
3-6-31,2031-03-06
4/12/08,2008-12-04
25/1/32,2032-01-25
11-28-23,2023-11-28
12/14-2008,2008-07-12
5Dec1992,1992-12-05
19/12-1998,1998-12-19
38-8-2024,2024-08-19
4/8/95,1995-08-04
2/2/29,2029-02-02
ngày 24 tháng 3 năm 1991,1991-03-24
19/5/93,1993-05-19
23/24-2011,2011-12-23
11th of July 2033,2033-07-11
5/10-1993,1993-05-05
10/4/98,1998-10-04
32-8-2000,2000-08-16
17 tháng 8 năm 2019,2019-08-17
2001-10-3,2001-10-03
2007/7,2007-07-20
ngày 14 tháng 2 năm 2000,2000-02-14
19/7/16,2016-07-19
8Mar2013,2013-03-08
2033/2/23,2033-02-23
9/18/31,2031-09-18
12/2/2012,2012-12-02
28 Aug 2033,2033-08-28
12-12-2016,2016-12-06
44-10-2027,2027-10-22
3-8,2030-08-03
"Nov 1st, 1991",1991-11-01
4 tháng 2 năm 1992,1992-02-04
"July 19, 2014",2014-07-19
3/5-2030,2030-05-03
Mar 24 03,2003-03-24
13th of October 2023,2023-10-13
ngày 1 tháng 11 năm 2000,2000-11-01
11/22/2002,2002-11-22
10Jun1996,1996-06-10
24-6-2015,2015-06-24
2009-3-27,2009-03-27
2025/1,2025-01-17
4 tháng 8 năm 1998,1998-08-04
"Feb 11th, 2027",2027-02-11
Jul 21 30,2030-07-21
2032-11-13,2032-11-13
Feb 2 28,2028-02-02
9-1-2014,2014-01-09
16.11.1998,1998-11-16
2:6:2034,2034-06-02
11 Feb 2014,2014-02-11
14th of September 2033,2033-09-14
4/1-2012,2012-01-04
28 Ma 2017,2017-05-28
18012013,2013-01-18
"Jul 11th, 2029",2029-07-11
1/4-2006,2006-02-01
6/9/2031,2031-03-06
23 De 2031,2031-12-23
7/8-2034,2034-08-07
27012016,2016-01-27
16 Ju 2006,2006-06-16
1 Dec 1993,1993-12-01
4-23-20,2020-04-23
21 Fe 2010,2010-02-21
ngày 1 tháng 1 năm 2022,2022-01-01
7-3-2022,2022-03-07
2028/1/6,2028-01-06
16/11/22,2022-11-16
9/4-2010,2010-04-09
1996-4-23,1996-04-23
5/1/1990,1990-01-05
"Aug 20th, 1992",1992-08-20
10/2/95,1995-10-02
14 De 1999,1999-12-14
19-8,2024-08-19
Feb 27 02,2002-02-27
4/5-2009,2009-05-04
27:11:2035,2035-11-27
11/16/2022,2022-11-16
"Dec 9th, 1990",1990-12-09
2017/12,2017-12-10
26/33/2025,2025-11-26
2022-10-27,2022-10-27
ngày 21 tháng 4 năm 2002,2002-04-21
1st of February 1993,1993-02-01
26-7,2010-07-26
15 Apr 2014,2014-04-15
22 Jun 2016,2016-06-22
15 April 2028,2028-04-15
11 Mar 1994,1994-03-11
22 July 2020,2020-07-22
14 Ja 1996,1996-01-14
6/19/2005,2005-06-19
14-2,2010-02-14
"Dec 8th, 2001",2001-12-08
22/1-2007,2007-01-22
11.9.2009,2009-09-11
27092001,2001-09-27
2007/2,2007-02-09
6:12:1993,1993-12-06
8.7.2009,2009-07-08
1995/5,1995-05-04
20th of October 1999,1999-10-20
